"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:0051783","regulation of nuclear division","19/511","119/13739",0.159663865546218,4.29280205232778,7.09048044554443,7.67743541704148e-08,2.12483358893981e-05,2.12483358893981e-05,"INCENP/ZWINT/CDCA8/PKMYT1/MKI67/CCNB1/UBE2C/ANAPC11/RCC1/AURKA/PDXP/CDC20/MAD2L1/PLK1/DLGAP5/AURKB/ESPL1/NUSAP1/CENPF",19
"GO:0007346","regulation of mitotic cell cycle","40/511","430/13739",0.0930232558139535,2.50106949437947,6.21566253303012,8.84028508492002e-08,2.20042732386464e-05,2.20042732386464e-05,"MUC1/DTL/INCENP/CKS2/ZWINT/CDCA8/CDKN2A/PKMYT1/MKI67/EIF4EBP1/CCNB1/UBE2C/ANAPC11/RCC1/FOXM1/TICRR/CCNE1/PSMA7/ORC1/AURKA/PDXP/RRM2/CDC20/UBD/MAD2L1/PLK1/DLGAP5/SCRIB/TIMELESS/KIF14/ANLN/AURKB/CDC6/E2F1/ESPL1/NUSAP1/INHBA/CENPF/PSMB4/EGFR",40
"GO:0000281","mitotic cytokinesis","17/511","100/13739",0.17,4.57070450097847,7.04348767939866,1.45873357460175e-07,3.37321135489228e-05,3.37321135489228e-05,"INCENP/CDCA8/CFL1/ARF1/JTB/KIF4A/KIF23/KIF20A/PLK1/CEP55/STMN1/ANLN/IQGAP3/AURKB/CENPA/ESPL1/NUSAP1",17
"GO:1901990","regulation of mitotic cell cycle phase transition","31/511","295/13739",0.105084745762712,2.82536070848121,6.22903207258533,1.83725464292401e-07,4.02432256986075e-05,4.02432256986075e-05,"MUC1/DTL/INCENP/ZWINT/CDCA8/CDKN2A/PKMYT1/CCNB1/UBE2C/ANAPC11/TICRR/CCNE1/PSMA7/ORC1/AURKA/RRM2/CDC20/UBD/MAD2L1/PLK1/DLGAP5/KIF14/ANLN/AURKB/CDC6/E2F1/ESPL1/INHBA/CENPF/PSMB4/EGFR",31
"GO:0045071","negative regulation of viral genome replication","11/511","44/13739",0.25,6.72162426614481,7.47118976767397,4.25966015492843e-07,8.33067821728146e-05,8.33067821728145e-05,"OAS1/RSAD2/OASL/OAS2/ISG15/BST2/APOBEC3B/IFIH1/OAS3/SLPI/MX1",11
"GO:0070106","interleukin-27-mediated signaling pathway","6/511","10/13739",0.6,16.1318982387476,9.40803820759981,4.75455339482506e-07,8.67864479668733e-05,8.67864479668734e-05,"OAS1/OASL/OAS2/OAS3/STAT1/MX1",6
"GO:0009147","pyrimidine nucleoside triphosphate metabolic process","8/511","22/13739",0.363636363636364,9.77690802348337,8.0974529140143,6.99428928545463e-07,0.000119689775397342,0.000119689775397342,"DTYMK/NME1/DCTPP1/CMPK2/TYMS/UCK2/NME2/CTPS1",8
"GO:0030198","extracellular matrix organization","26/511","242/13739",0.107438016528926,2.88863191602918,5.8258794859758,1.19049705030979e-06,0.000167157996089652,0.000167157996089652,"MMP1/MMP14/MATN3/COL22A1/COL12A1/COL9A3/COLGALT1/ADAMTS14/ZNF469/MIA/MMP13/COL11A2/MMP11/SERPINH1/COL11A1/SULF1/PRICKLE1/SMOC1/MMP7/COL1A1/MMP9/POSTN/NOXO1/FSCN1/COL10A1/PLOD1",26
"GO:0009148","pyrimidine nucleoside triphosphate biosynthetic process","7/511","17/13739",0.411764705882353,11.0709105560032,8.16600431350813,1.32867666057486e-06,0.000177459351056291,0.000177459351056291,"DTYMK/NME1/CMPK2/TYMS/UCK2/NME2/CTPS1",7
"GO:0051983","regulation of chromosome segregation","18/511","130/13739",0.138461538461538,3.72274574740328,6.1304276377959,1.47952557735515e-06,0.0001884158618976,0.0001884158618976,"KIF2C/INCENP/ZWINT/CDCA8/NCAPH/NCAPG2/CCNB1/UBE2C/ANAPC11/CDC20/MAD2L1/PLK1/DLGAP5/AURKB/CDC6/TACC3/ESPL1/CENPF",18
"GO:0000727","double-strand break repair via break-induced replication","6/511","12/13739",0.5,13.4432485322896,8.47542908906636,1.96256177537052e-06,0.000238821961820644,0.000238821961820644,"MCM6/MCM7/MCM4/MCM2/MCM5/MCM3",6
"GO:0030574","collagen catabolic process","9/511","34/13739",0.264705882352941,7.11701392885921,7.01882672381009,2.89955639871628e-06,0.000335622583740792,0.000335622583740792,"MMP1/MMP14/CTSB/ADAMTS14/KLK6/MMP13/MMP11/MMP7/MMP9",9
"GO:0030261","chromosome condensation","8/511","29/13739",0.275862068965517,7.41696470747014,6.79884335633303,7.45752563492696e-06,0.000742498370488364,0.000742498370488364,"NCAPH/NCAPG2/CCNB1/TOP2A/PLK1/NCAPD2/NUSAP1/CTPS1",8
"GO:1904666","regulation of ubiquitin protein ligase activity","5/511","10/13739",0.5,13.4432485322896,7.73640925754272,1.50634369915728e-05,0.00135225214698119,0.00135225214698119,"CDKN2A/UBE2C/CDC20/UBE2S/MAD2L1",5
